Area,Location,Project_Name,BHK,Sale_price,Plot_no,Survey_no,GAT_No,No_Buildings,Brokerage_Lac,Covered_Parking,Open_Parking,cal_price,final_price
684,Punawale,Bhalchandra Upvan,2,0.43,"[nan, nan]",,,,0,1,0,4300000,4300000
745,Wakad,Sukhwani Skylines,2,0.6,"[nan, nan]",,,,0,0,1,6000000,6000000
1828,Aundh,Satkar Citta Giardino,3,2.4,"[nan, nan]",,,,4.8,1,0,24000000,23520000
729,Moshi,Yogesh Gandharva Excellence Project III,2,0.48,"[nan, nan]",,,,0,1,0,4800000,4800000
589,Alandi,Mangalam Breeze,2,0.335,"[nan, nan]",,,,0,0,1,3350000,3350000
1650,Hinjewadi,Kolte Patil Life Republic Sector R2 2nd Avenue,4,2.2,"[nan, nan]",,,,2.2,0,1,22000000,21780000
1245,Balewadi,Nahar F Residences,3,1.6,"[nan, nan]",,,,3.2,1,0,16000000,15680000
1350,Baner,Kolte Patil 24K Sereno,3,1.55,"[nan, nan]",,,,3.1,1,0,15500000,15190000
450,Aundh,Shiwanjali Apartment,1,0.35,"[nan, nan]",,,,0,0,1,3500000,3500000
450,Lavale,Excella Florence Project,1,0.23,"[nan, nan]",,,,0,1,0,2300000,2300000
780,Balewadi,Shree Swami Samarth Aryan Empire,2,0.85,"[nan, nan]",,,,1.7,1,0,8500000,8330000
2740,Dhanori,Dhanori,4,3.6,"[nan, nan]",,,,0,1,0,36000000,36000000
1585,Dhanori,Dhanori,3,1.85,"[nan, nan]",,,,0,1,0,18500000,18500000
980,Dhanori,Goel Ganga Newtown Phase 2,3,0.79,"[nan, nan]",,,,0,0,0,7900000,7900000
1150,Dhanori,Wellington,3,0.86,"[nan, nan]",,,,0,1,0,8600000,8600000
1900,Baner,Mittal Brothers Crosswinds,4,2.25,"[nan, nan]",,,,4.5,1,0,22500000,22050000
438,Charholi Budruk,Nexus Gulmohar,1,0.25,"[nan, nan]",,,,0,0,1,2500000,2500000
740,Moshi,VISON EXOTICA,2,0.68,"[nan, nan]",,,,0,0,1,6800000,6800000
693,Alandi,Mangalam Breeze,2,0.395,"[nan, nan]",,,,0,0,1,3950000,3950000
1700,Aundh,Paranjape West End River View,3,1.8,"[nan, nan]",,,,3.6,1,0,18000000,17640000
1250,Baner,Maruti The Iconic Living,3,1.45,"[nan, nan]",,,,2.9,1,0,14500000,14210000
1108,Balewadi,Kunal Cannery,3,1.23,"[nan, nan]",,,,0,1,0,12300000,12300000
771,Mahalunge,Saarrthi Saarrthi Skybay III,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
750,Hinjewadi,GK Developer Atlanta,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
650,Hinjewadi,Rohan Ipsita,2,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
710,Punawale,Malpani Cereza,2,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
798,Kharadi,Onyx Gagan Avencia,2,0.89,"[nan, nan]",,,,0,1,0,8900000,8900000
616,Bavdhan,Bavdhan,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
875,Baner,Aura Residences,2,0.92,"[nan, nan]",,,,0,0,1,9200000,9200000
535,Pashan,Pashan Gaon,1,0.48,"[nan, nan]",,,,0,1,0,4800000,4800000
696,Chikhali,Rama Paradise One,2,0.44,"[nan, nan]",,,,0,1,0,4400000,4400000
711,Moshi,Achalare Spring Gardens Phase I,2,0.49,"[nan, nan]",,,,0,1,0,4900000,4900000
776,Moshi,Achalare Spring Gardens Phase I,2,0.5,"[nan, nan]",,,,0,1,0,5000000,5000000
809,Moshi,Borhade Wadi,2,0.645,"[nan, nan]",,,,0,1,0,6450000,6450000
809,Moshi,woodsville vanya,2,0.645,"[nan, nan]",,,,0,1,0,6450000,6450000
1312,Hinjewadi,Kolte Patil Life Republic Sector R2 2nd Avenue,3,1.8,"[nan, nan]",,,,1.8,0,1,18000000,17820000
1650,Hinjewadi,Kolte Patil Life Republic Sector R2 2nd Avenue,4,2.25,"[nan, nan]",,,,2.3,0,1,22500000,22270000
768,Wakad,Lanke Westen Tower,2,0.8,"[nan, nan]",,,,0,0,1,8000000,8000000
1450,Hinjewadi,Kolte Patil Life Republic Sector R2 2nd Avenue,4,2.15,"[nan, nan]",,,,2.1,0,1,21500000,21290000
701,Chikhali,Sonigara Blue Dice D1 D2 And D3,2,0.43,"[nan, nan]",,,,0,1,0,4300000,4300000
1246,Baner,Regency Cosmos,3,1.8,"[nan, nan]",,,,3.6,1,0,18000000,17640000
1800,Pashan,Runwal Shaarvari,3,1.85,"[nan, nan]",,,,3.7,1,0,18500000,18130000
980,Baner,Paramount Developers Peony,3,1.05,"[nan, nan]",,,,2.1,1,0,10500000,10290000
602,Charholi Budruk,Nexus Gulmohar,2,0.335,"[nan, nan]",,,,0,0,1,3350000,3350000
637,Moshi,Tulip Infinity Planet C And D Wing,2,0.39,"[nan, nan]",,,,0,1,0,3900000,3900000
1873,Aundh,Satkar Citta Giardino,3,2.4,"[nan, nan]",,,,4.8,1,0,24000000,23520000
980,Baner,Pride Platinum,2,1.05,"[nan, nan]",,,,2.1,1,0,10500000,10290000
820,Wadgaon Sheri,Nyati Meadows,2,0.9,"[nan, nan]",,,,1.8,1,0,9000000,8820000
811,Baner,Park Express Phase III,2,0.75,"[nan, nan]",,,,0,1,0,7500000,7500000
1100,Bavdhan,Lantana Gardens,2,1.5,"[nan, nan]",,,,3,1,0,15000000,14700000
867,Bavdhan,Bavdhan,3,0.83,"[nan, nan]",,,,0,1,0,8300000,8300000
628,Charholi Budruk,Nexus Gulmohar,2,0.35,"[nan, nan]",,,,0,0,0,3500000,3500000
1350,Pashan,JK Park Ridge,3,1.2,"[nan, nan]",,,,2.4,1,0,12000000,11760000
382,Aundh,Wireless Colony,1,0.4,"[nan, nan]",,,,0,0,1,4000000,4000000
1246,Aundh,Pride Aloma County,3,1.6,"[nan, nan]",,,,3.2,1,0,16000000,15680000
769,Baner,tejelevia,2,0.92,"[nan, nan]",,,,0,1,0,9200000,9200000
1108,Balewadi,Kunal Aspiree,3,1.23,"[nan, nan]",,,,0,1,0,12300000,12300000
1155,Wakad,Avalon Elysium ,3,1.22,"[nan, nan]",,,,1.2,0,1,12200000,12080000
1021,Dhanori,Amorapolis,3,0.81,"[nan, nan]",,,,0,1,0,8100000,8100000
614,Aundh,Sequoia Viraj Sequoia,2,0.931,"[nan, nan]",,,,0,1,0,9310000,9310000
708,Aundh,Sequoia Viraj Sequoia,2,1.11,"[nan, nan]",,,,0,1,0,11100000,11100000
708,Aundh,Sequoia Viraj Sequoia,2,1.06,"[nan, nan]",,,,0,1,0,10600000,10600000
760,Aundh,Sequoia Viraj Sequoia,2,1.13,"[nan, nan]",,,,0,1,0,11300000,11300000
805,Aundh,Sequoia Viraj Sequoia,2,1.19,"[nan, nan]",,,,0,1,0,11900000,11900000
1309,Aundh,Sequoia Viraj Sequoia,3,1.87,"[nan, nan]",,,,0,1,0,18700000,18700000
1088,Aundh,Sequoia Viraj Sequoia,3,1.73,"[nan, nan]",,,,0,1,0,17300000,17300000
1220,Aundh,Aundh,3,1.9,"[nan, nan]",,,,3.8,1,0,19000000,18620000
1220,Aundh,Nandan Harsh Paradise Gold,3,1.9,"[nan, nan]",,,,3.8,1,0,19000000,18620000
1200,Viman Nagar,Rohan Mithila,3,1.35,"[nan, nan]",,,,1.4,1,0,13500000,13360000
1691,Aundh,Naiknavare Housing Sylvan Heights,4,4.1,"[nan, nan]",,,,0,1,0,41000000,41000000
700,Dhayri,Sharada Myria A Wing,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
750,Dhayri,DSK DSK Meghmalhar,2,0.56,"[nan, nan]",,,,1,1,0,5600000,5500000
728,Ravet,Urban Skyline,2,0.67,"[nan, nan]",,,,0,1,0,6700000,6700000
1085,Pashan,Kshitij Crystal Towers,3,1.65,"[nan, nan]",,,,1.6,1,0,16500000,16340000
800,Bavdhan,Sterling Habitat,2,0.85,"[nan, nan]",,,,1.7,1,0,8500000,8330000
657,Mundhwa,Suvan Shades,2,0.625,"[nan, nan]",,,,0,1,0,6250000,6250000
672,Hinjewadi,Joyville Hinjawadi,2,0.5795,"[nan, nan]",,,,0,1,0,5795000,5795000
628,Charholi Budruk,Nexus Gulmohar,2,0.35,"[nan, nan]",,,,0,0,1,3500000,3500000
477,Dhayri,Majestique Venice,1,0.32,"[nan, nan]",,,,0,0,1,3200000,3200000
824,Kharadi,Majestique Marbella Phase 1,2,0.78,"[nan, nan]",,,,0,1,0,7800000,7800000
750,Kharadi,Nyati Elysia IV,2,0.79,"[nan, nan]",,,,0,1,0,7900000,7900000
1134,Kharadi,Nyati Elysia IV,3,1.28,"[nan, nan]",,,,0,1,0,12800000,12800000
2400,Gahunje,Lodha Belmondo,4,3.2,"[nan, nan]",,,,0,0,1,32000000,32000000
1255,Bavdhan,Kolte Patil 24K Stargaze,3,1.25,"[nan, nan]",,,,0,1,0,12500000,12500000
514,Mundhwa,Mantra Codename Wonderland,1,0.399,"[nan, nan]",,,,0,1,0,3990000,3990000
900,Kharadi,Marvel Cerise,2,1.28,"[nan, nan]",,,,0,0,1,12800000,12800000
1350,Pimple Nilakh,Goel Ganga The Greater Ganga Panama,3,1.2,"[nan, nan]",,,,2.4,1,0,12000000,11760000
1200,Wakad,Mahavir Bhakti Genesis,3,0.93,"[nan, nan]",,,,1.8,1,0,9300000,9120000
700,Ravet,K Ville,2,0.4999,"[nan, nan]",,,,0,0,0,4999000,4999000
850,Wadgaon Sheri,Karan Ashiyana,2,0.75,"[nan, nan]",,,,1,1,0,7500000,7400000
400,Hinjewadi,Rohan Ipsita,1,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
2300,Baner,Tejas Elysian Apartment,4,3.5,"[nan, nan]",,,,7,1,0,35000000,34300000
448,Wagholi,Wagholi,1,0.23,"[nan, nan]",,,,0,1,0,2300000,2300000
515,Moshi,Nexus kinaara moshi ,2,0.31,"[nan, nan]",,,,0,1,0,3100000,3100000
1250,Bavdhan,Karan Avenue,2,0.97,"[nan, nan]",,,,2,1,0,9700000,9500000
750,Dhayri,DSK DSK Meghmalhar,2,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
723,Dhayri,Suyog Sai Avishkar,2,0.525,"[nan, nan]",,,,1,1,0,5250000,5150000
1200,Sus,Windows Society Phase 4,3,0.95,"[nan, nan]",,,,0,1,0,9500000,9500000
675,Wagholi,Manav Wildwoods 2,2,0.4,"[nan, nan]",,,,0,1,0,4000000,4000000
1014,Kharadi,Bramha Corp Meander,2,1.05,"[nan, nan]",,,,1,1,0,10500000,10400000
703,Hinjewadi,Hinjewadi Rajiv Gandhi Infotech Park,2,0.3661,"[nan, nan]",,,,0,1,0,3661000,3661000
1171,Mundhwa,Adani Atelier Greens,2,2.5,"[nan, nan]",,,,0,1,0,25000000,25000000
593,Kharadi,Duville Riverdale Grove,2,0.625,"[nan, nan]",,,,0,1,0,6250000,6250000
1098,Kharadi,Onyx Gagan Avencia,3,1.16,"[nan, nan]",,,,0,1,0,11600000,11600000
850,Punawale,Vilas Yashone Infinitee,3,0.8,"[nan, nan]",,,,0,0,1,8000000,8000000
650,Tathawade,Rohan Ananta,2,0.65,"[nan, nan]",,,,0,0,1,6500000,6500000
456,Hinjewadi,Paranjape Trident Towers,1,0.42,"[nan, nan]",,,,0,1,0,4200000,4200000
696,Hinjewadi,Paranjape Trident Towers,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
880,Balewadi,Bhandari 43 Privet Drive,2,1.1,"[nan, nan]",,,,2.2,1,0,11000000,10780000
603,Mundhwa,Godrej Rejuve,2,0.7,"[nan, nan]",,,,0,1,0,7000000,7000000
873,Mundhwa,Godrej Rejuve,3,1,"[nan, nan]",,,,0,1,0,10000000,10000000
703,Hinjewadi,Nakshatra nere dattawadi,2,0.3661,"[nan, nan]",,,,0,1,0,3661000,3661000
456,Hinjewadi,nakshatra nere dattawadi,1,0.2475,"[nan, nan]",,,,0,0,1,2475000,2475000
840,Chokhi Dhani,Vilas Yashwin Orizzonte Phase 1,3,0.9,"[nan, nan]",,,,0,1,0,9000000,9000000
1665,Kalyani Nagar,Sagitarius Bluegrass Residences Tower II,3,2.79,"[nan, nan]",,,,0,0,1,27900000,27900000
2212,Kalyani Nagar,Sagitarius Bluegrass Residences Tower II,4,5.14,"[nan, nan]",,,,0,0,1,51400000,51400000
880,Hinjewadi,Park District,3,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
730,Ravet,K Ville,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
754,Punawale,Divine bills,2,0.445,"[nan, nan]",,,,0,0,0,4450000,4450000
926,Punawale,Legacy Lifespaces Liva,3,0.635,"[nan, nan]",,,,0,0,0,6350000,6350000
2500,Baner,Kolte Patil 24K Sereno,4,2.07,,,,,0,1,0,20700000,20700000
1355,Baner,Kolte Patil 24K Sereno,3,1.32,,,,,0,1,0,13200000,13200000
830,Baner,Kunal Rise And Shine,2,0.88,,,,,0,0,1,8800000,8800000
900,Baner,Kunal Rise And Shine,2,0.94,,,,,0,0,1,9400000,9400000
754,Ravet,Namrata Gloria,2,0.475,"[nan, nan]",,,,0,0,0,4750000,4750000
1264,Baner,Regency Cosmos,3,1.7,"[nan, nan]",,,,3.4,1,0,17000000,16660000
888,Ganga Dham,Classic Premier Tower Solitaire World,2,1.37,"[nan, nan]",,,,0,1,0,13700000,13700000
905,Mundhwa,Adani Atelier Greens,2,1.7,"[nan, nan]",,,,0,1,0,17000000,17000000
1466,Mundhwa,Adani Atelier Greens,3,3,"[nan, nan]",,,,0,1,0,30000000,30000000
1586,Kharadi,Duville Riverdale Grove,4,1.69,"[nan, nan]",,,,0,1,0,16900000,16900000
304,Kharadi,Duville Riverdale Grove,1,0.44,"[nan, nan]",,,,0,1,0,4400000,4400000
450,Tathawade,Rohan Ananta,1,0.39,"[nan, nan]",,,,0,1,0,3900000,3900000
750,Magarpatta City,Ganga Avanta,2,0.76,"[nan, nan]",,,,0,1,0,7600000,7600000
1150,Hinjewadi,Paranjape Trident Towers,3,1.1,"[nan, nan]",,,,0,1,0,11000000,11000000
1750,Hadapsar,Marvel Ritz,3,1.7,"[nan, nan]",,,,1.7,1,0,17000000,16830000
700,Hinjewadi,Kolte Patil Life Republic R4,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
1100,Mundhwa,Ganga Avanta,3,1.1,"[nan, nan]",,,,0,1,0,11000000,11000000
700,Chokhi Dhani,Vilas Yashwin Orizzonte Phase 1,2,0.69,"[nan, nan]",,,,0,1,0,6900000,6900000
2200,Baner,Kasturi Legacy,4,3.1,"[nan, nan]",,,,3.1,1,0,31000000,30690000
450,Dhayri,Paranjape Schemes Madhukosh,1,0.3975,"[nan, nan]",,,,0,1,0,3975000,3975000
710,Kondhwa,moonstone three jewels ,2,0.56,"[nan, nan]",,,,0,0,1,5600000,5600000
452,Chikhali,Delta Shree Residency,1,0.26,"[nan, nan]",,,,0,0,1,2600000,2600000
693,Alandi,Mangalam Breeze,2,0.41,"[nan, nan]",,,,0,0,1,4100000,4100000
885,Alandi,Mangalam Breeze,3,0.505,"[nan, nan]",,,,0,0,0,5050000,5050000
589,Alandi,Mangalam Breeze,2,0.395,"[nan, nan]",,,,0,0,1,3950000,3950000
876,Alandi,Mangalam Breeze,3,0.5,"[nan, nan]",,,,0,0,0,5000000,5000000
773,Moshi,Pristine Green,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
934,Moshi,Pristine Green,3,0.64,"[nan, nan]",,,,0,0,1,6400000,6400000
1168,Moshi,Yogesh Gandharva Excellence Project II,4,0.8,"[nan, nan]",,,,0,0,0,8000000,8000000
684,Alandi,Yashada Splendid Park,2,0.41,"[nan, nan]",,,,0,0,1,4100000,4100000
587,Alandi,Yashada Splendid Park,2,0.35,"[nan, nan]",,,,0,0,1,3500000,3500000
562,Lohegaon,Spacemint Easterlia,2,0.4498,"[nan, nan]",,,,0,1,0,4498000,4498000
621,Dhanori,GINI BELVISTA DHANORI,2,0.4771,"[nan, nan]",,,,0,1,0,4771000,4771000
491,Bavdhan,Ganga Legends County,1,0.55,"[nan, nan]",,,,1.1,0,1,5500000,5390000
650,Bavdhan,Ganga Legends County,2,0.68,"[nan, nan]",,,,1.4,0,1,6800000,6660000
1200,Magarpatta City,Magarpatta Roystonea,2,1.2,"[nan, nan]",,,,0,0,1,12000000,12000000
1450,Magarpatta City,Magarpatta Roystonea,3,1.55,"[nan, nan]",,,,0,0,1,15500000,15500000
780,Bavdhan,Sterling Habitat,2,0.86,"[nan, nan]",,,,1.7,1,0,8600000,8430000
710,Kondhwa Budruk,Three Jewels,2,0.55,"[nan, nan]",,,,0,0,1,5500000,5500000
1000,Kondhwa Budruk,Three Jewels,3,0.85,"[nan, nan]",,,,0,0,1,8500000,8500000
770,Kharadi,Onyx Gagan Avencia,2,0.71,"[nan, nan]",,,,0,1,0,7100000,7100000
430,Shewalewadi,Shapoorji Pallonji Joyville Hadapsar Annexe,1,0.4,"[nan, nan]",,,,0,0,1,4000000,4000000
614,Ravet,Kriasla 41 Evoke Phase 1,2,0.4441,"[nan, nan]",,,,0,0,1,4441000,4441000
730,Dhayri,Majestique Venice,2,0.475,"[nan, nan]",,,,0,0,1,4750000,4750000
492,Bavdhan,Shapoorji Vanaha,1,0.375,"[nan, nan]",,,,0,0,1,3750000,3750000
900,Shewalewadi,Shapoorji Pallonji Joyville Hadapsar Annexe,3,0.81,"[nan, nan]",,,,0,0,1,8100000,8100000
616,Bavdhan,Bavdhan,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
730,Mamurdi,Godrej Forest Grove At Godrej Park Greens,3,0.63,"[nan, nan]",,,,0,1,0,6300000,6300000
635,Moshi,Bhandari Swaraj,2,0.425,"[nan, nan]",,,,0,0,1,4250000,4250000
452,Chikhali,Delta Shree Residency,1,0.255,"[nan, nan]",,,,0,0,1,2550000,2550000
857,Chikhali,Delta Shree Residency,3,0.475,"[nan, nan]",,,,0,0,1,4750000,4750000
721,Wagholi,Goel Ganga Hill Shire Ph I,2,0.5139,"[nan, nan]",,,,0,1,0,5139000,5139000
1095,Kharadi,Majestique Towers Phase 3,3,0.9405,"[nan, nan]",,,,0,0,0,9405000,9405000
608,Chikhali,Delta Shree Residency,2,0.34,"[nan, nan]",,,,0,0,1,3400000,3400000
1136,Wadgaon Sheri,Bramha Corp The Collection,3,1.29,"[nan, nan]",,,,0,1,0,12900000,12900000
650,Chikhali,Rama Krystal One,2,0.43,"[nan, nan]",,,,0,1,0,4300000,4300000
555,Moshi,Spectrum BA Swadesha,2,0.345,"[nan, nan]",,,,0,1,0,3450000,3450000
996,Moshi,Pristine Green,3,0.66,"[nan, nan]",,,,0,0,1,6600000,6600000
671,Moshi,Pristine Green,2,0.44,"[nan, nan]",,,,0,1,0,4400000,4400000
708,Moshi,Pristine Green,2,0.47,"[nan, nan]",,,,0,1,0,4700000,4700000
1196,Moshi,Yogesh Gandharva Excellence Project II,4,0.82,"[nan, nan]",,,,0,0,0,8200000,8200000
1066,Moshi,Yogesh Gandharva Excellence Project II,4,0.72,"[nan, nan]",,,,0,0,1,7200000,7200000
689,Lohegaon,Spacemint Easterlia,2,0.5376,"[nan, nan]",,,,0,1,0,5376000,5376000
724,Dhanori,GINI BELVISTA DHANORI,2,0.5681,"[nan, nan]",,,,0,1,0,5681000,5681000
865,Dhanori,GINI BELVISTA DHANORI,3,0.7128,"[nan, nan]",,,,0,1,0,7128000,7128000
645,Mundhwa,Shubh Evan,2,0.47,"[nan, nan]",,,,0,1,0,4700000,4700000
581,Pashan,VTP Solitaire Phase 1 A B,1,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
1061,Kharadi,Goel Ganga Serio,3,1.16,"[nan, nan]",,,,0,1,0,11600000,11600000
619,Shewalewadi,Shapoorji Pallonji Joyville Hadapsar Annexe,2,0.6,"[nan, nan]",,,,0,0,1,6000000,6000000
726,Shewalewadi,Shapoorji Pallonji Joyville Hadapsar Annexe,2,0.68,"[nan, nan]",,,,0,0,1,6800000,6800000
700,Punawale,Vilas Yashone Infinitee,2,0.59,"[nan, nan]",,,,0,0,1,5900000,5900000
1134,Kharadi,Duville Riverdale Heights,2,1.05,"[nan, nan]",,,,1.1,1,0,10500000,10390000
602,Charholi Budruk,Charholi Budruk,2,0.34,"[nan, nan]",,,,0,1,0,3400000,3400000
605,Chikhali,Pristine Prosperia Part 1,2,0.42,"[nan, nan]",,,,0,0,1,4200000,4200000
646,Kharadi,Onyx Gagan Avencia,2,0.82,"[nan, nan]",,,,0,1,0,8200000,8200000
1080,Kharadi,Majestique Marbella Phase 1,3,1.02,"[nan, nan]",,,,0,1,0,10200000,10200000
1184,Baner,Kunal Rise and Shine,3,1.25,,,,,0,0,1,12500000,12500000
1660,Baner,Kunal Rise and Shine,4,1.66,,,,,0,0,1,16600000,16600000
642,Mundhwa,Choice Goodwill Crescent,2,0.5078,"[nan, nan]",,,,0,1,0,5078000,5078000
1050,Kharadi,Marvel Cerise,3,1.25,"[nan, nan]",,,,1.3,0,1,12500000,12370000
728,Ravet,Urban Skyline,2,0.675,"[nan, nan]",,,,0,1,0,6750000,6750000
530,Hinjewadi,Global Lifestyle,2,0.616,"[nan, nan]",,,,0,1,0,6160000,6160000
824,Kharadi,Majestique Towers Phase 3,2,0.7505,"[nan, nan]",,,,0,0,0,7505000,7505000
770,Kharadi,Nirman Altius Phase 2 - B Wing,2,0.84,"[nan, nan]",,,,0,1,0,8400000,8400000
1059,Kharadi,Nirman Altius Phase 2 - B Wing,3,1.15,"[nan, nan]",,,,0,1,0,11500000,11500000
1071,Balewadi,Anp Universe,3,1.41,"[nan, nan]",,,,0,1,0,14100000,14100000
1337,Chokhi Dhani,VTP Altair,3,1.18,"[nan, nan]",,,,0,0,0,11800000,11800000
2088,Baner,Kundan Emirus,3,1.88,,,,,2.7,1,0,18800000,18530000
2315,Baner,Kundan Emirus,3,2.08,,,,,2.7,1,0,20800000,20530000
680,Kharadi,Euphoria,2,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
730,Mahalunge,Township Codename Blue Waters,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
1000,Mahalunge,Township Codename Blue Waters,3,0.88,"[nan, nan]",,,,0,1,0,8800000,8800000
757,Kharadi,Duville Riverdale Heights,2,0.99,"[nan, nan]",,,,2,0,1,9900000,9700000
780,Wakad,Sai Luxuria,2,0.6899,"[nan, nan]",,,,0,1,0,6899000,6899000
475,Manjari Budruk,Gemini Grand Bay,1,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
1850,Baner,Geras Emerald City,3,1.4,"[nan, nan]",,,,2.8,1,0,14000000,13720000
798,Kharadi,Onyx Gagan Avencia,2,0.89,"[nan, nan]",,,,0,1,0,8900000,8900000
3200,Pashan,Pashan Gaon,6,4.3,"[nan, nan]",,,,4.3,1,0,43000000,42570000
711,Mundhwa,Choice Goodwill Crescent,2,0.5587,"[nan, nan]",,,,0,0,1,5587000,5587000
1064,Kharadi,Zen Estate,3,1.04,"[nan, nan]",,,,0,0,1,10400000,10400000
452,Chikhali,Delta Shree Residency,2,0.36,"[nan, nan]",,,,0,0,1,3600000,3600000
1021,Dhanori,Amorapolis,3,0.8058,"[nan, nan]",,,,0,0,1,8058000,8058000
456,Hinjewadi,Hinjewadi Rajiv Gandhi Infotech Park,1,0.25,"[nan, nan]",,,,0,0,1,2500000,2500000
659,Lohegaon,Choice Goodwill Breeza Phase 2,2,0.5582,"[nan, nan]",,,,0,1,0,5582000,5582000
860,Lohegaon,Choice Goodwill Breeza Phase 2,2,0.6808,"[nan, nan]",,,,0,1,0,6808000,6808000
750,Magarpatta City,Magarpatta City Iris,2,0.81,"[nan, nan]",,,,0,0,1,8100000,8100000
1105,Baner,Concord Proxima,3,1.25,"[nan, nan]",,,,2.5,0,1,12500000,12250000
2200,Baner,Kasturi Legacy,4,3.1,"[nan, nan]",,,,6.2,0,1,31000000,30380000
780,Kharadi,Prasun Sarvam,2,0.6999,"[nan, nan]",,,,0,1,0,6999000,6999000
456,Hinjewadi,Nere dattwadi,2,0.3532,"[nan, nan]",,,,0,1,0,3532000,3532000
755,Warje,BKP Bellina,2,0.6725,"[nan, nan]",,,,0,1,0,6725000,6725000
2100,Baner,Gagan Gagan 33,3,2.1,"[nan, nan]",,,,4.2,1,0,21000000,20580000
697,Baner,Blue Pearl 18 Casita,2,0.88,"[nan, nan]",,,,0,1,0,8800000,8800000
740,Punawale,Nisarg view,2,0.475,"[nan, nan]",,,,0,0,0,4750000,4750000
732,Tathawade,Krisala 41 Elite Pune,2,0.5252,"[nan, nan]",,,,0,1,0,5252000,5252000
954,Punawale,Veddant Ganesh Bella Rossa Phase 2,3,0.651,"[nan, nan]",,,,0,0,0,6510000,6510000
1050,Ravet,Rose wood ravet,3,0.6565,"[nan, nan]",,,,0,1,0,6565000,6565000
700,Tathawade,Wadhwani Sai Paradise,2,0.48,"[nan, nan]",,,,0,1,0,4800000,4800000
732,Ravet,Silver Gracia,2,0.55,"[nan, nan]",,,,0,0,0,5500000,5500000
732,Punawale,Plam hills,2,0.4545,"[nan, nan]",,,,0,1,0,4545000,4545000
913,Ravet,Silver Gracia,3,0.689,"[nan, nan]",,,,0,1,0,6890000,6890000
990,Ravet,K Ville,3,0.67,"[nan, nan]",,,,0,1,0,6700000,6700000
754,Ravet,Nisarg hill,2,0.4444,"[nan, nan]",,,,0,0,0,4444000,4444000
658,Tathawade,Sentosa Serene,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
730,Ravet,Sai villa pune,2,0.49,"[nan, nan]",,,,0,0,0,4900000,4900000
1020,Ravet,Sai Ratana pune,3,0.65,"[nan, nan]",,,,0,1,0,6500000,6500000
980,Ravet,Silver sapece,3,0.75,"[nan, nan]",,,,0,1,0,7500000,7500000
710,Punawale,Legacy Lifespaces Liva,2,0.4799,"[nan, nan]",,,,0,0,0,4799000,4799000
650,Punawale,Nexus Westpride,2,0.419,"[nan, nan]",,,,0,1,0,4190000,4190000
438,Charholi Budruk,Netflix Gulmohar,1,0.245,"[nan, nan]",,,,0,1,0,2450000,2450000
1850,Kharadi,Marvel Zephyr,3,1.85,"[nan, nan]",,,,1.8,1,0,18500000,18320000
990,Kharadi,Darode Shriniwas Liviano Phase I,2,0.99,"[nan, nan]",,,,2,1,0,9900000,9700000
1200,Baner,Kumar Atman,3,1.35,"[nan, nan]",,,,2.7,1,0,13500000,13230000
1700,Pashan,Runwal Shaarvari,3,1.85,"[nan, nan]",,,,3.7,1,0,18500000,18130000
1200,Baner,Arun Orchid Towers,3,1.5,"[nan, nan]",,,,3,1,0,15000000,14700000
693,Kharadi,Goel Ganga Altus Wing D And E,2,0.7857,"[nan, nan]",,,,0,1,0,7857000,7857000
898,Kharadi,Goel Ganga Altus Wing D And E,3,1,"[nan, nan]",,,,0,1,0,10000000,10000000
1035,Kharadi,Ganga Platino Phase III,3,1.49,"[nan, nan]",,,,0,1,0,14900000,14900000
465,Kharadi,VTP Euphoria,1,0.4,"[nan, nan]",,,,0,1,0,4000000,4000000
425,Mahalunge,Township Codename Blue Waters,1,0.35,"[nan, nan]",,,,0,1,0,3500000,3500000
625,Mundhwa,Excellaa Tremont,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
1300,Baner,Rohan Leher,3,1.8,"[nan, nan]",,,,1.8,1,0,18000000,17820000
533,Kharadi,Zen Estate,1,0.49,"[nan, nan]",,,,0,1,0,4900000,4900000
1695,Kharadi,Geras Planet Of Joy,3,1.33,"[nan, nan]",,,,0,1,0,13300000,13300000
696,Chikhali,Rama Paradise One,2,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
